ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays
Acadia NP,ACAD,National Park,Northeast,ME,1979,January,6011,15252,37446,15252,,,102,13,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,February,5243,13776,17661,13776,,,53,8,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,March,11165,15252,36051,15252,,,176,37,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,April,219351,37657,1334058,37657,,,1037,459,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,May,339416,50616,2088588,50616,,,3193,1148,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,June,543205,70776,3661992,70776,,,23821,9819,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,July,383341,41071,2300046,41071,,,42182,23243,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,August,466928,50028,2801568,50028,,,45347,23665,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,September,320138,34300,1920828,34300,,,22762,15276,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,October,300976,32246,1805856,32246,,,676,422,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,November,183750,19687,1102500,19687,,,215,176,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1979,December,7842,15252,48936,15252,,,144,13,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,January,8966,15252,39428,15252,,,15,2,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,February,8225,15252,29531,15252,,,9,5,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,March,7505,15252,47994,15252,,,50,11,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,April,182879,34578,1121238,34578,,,1496,655,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,May,209301,37010,1362666,37010,,,6300,1775,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,June,359552,50842,2573676,50842,,,26456,8241,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,July,533885,68124,4007238,68124,,,41259,26157,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,August,633067,77848,3866797,77848,,,45912,23043,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,September,282636,45714,2173644,45714,,,27142,12677,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,October,332937,51152,2113926,51152,,,6240,3452,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,November,200461,37803,1212078,37803,,,670,106,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1980,December,20252,44602,123372,44602,,,155,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,January,23330,78915,141636,78915,,,98,40,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,February,16207,68606,99654,68606,,,127,74,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,March,21923,92285,139200,92285,,,512,126,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,April,188071,35173,1115586,35173,,,1660,418,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,May,212500,23258,1439604,23258,,,8754,1603,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,June,366518,15252,2627976,15252,,,27320,8519,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,July,545981,15252,4095802,15252,,,41874,26452,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,August,616233,15252,4523203,15252,,,46370,22447,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,September,463823,15252,3338926,15252,,,33346,12653,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,October,313788,15252,1996900,15252,,,5799,3715,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,November,203741,15252,1229827,15252,,,426,188,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1981,December,25857,15252,159282,15252,,,271,74,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,January,21425,15252,129342,15252,,,57,9,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,February,22210,15252,139260,15252,,,414,86,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,March,36866,15252,225864,15252,,,701,188,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,April,193208,15252,1186488,15252,,,1783,487,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,May,261452,15252,1705689,15252,,,9411,2004,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,June,404915,15252,2805202,15252,,,22498,8811,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,July,737860,15275,5244016,15275,,,46534,21537,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,August,574164,15252,4287750,15252,,,49647,21344,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,September,541721,15252,3904737,15252,,,30737,24097,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,October,446170,15252,2863836,15252,,,9624,5944,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,November,303753,15252,1833044,15252,,,668,209,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1982,December,28370,15252,179910,15252,,,685,125,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,January,23771,15252,143571,15252,,,79,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,February,24667,15252,148938,15252,,,78,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,March,25576,15252,290706,15252,,,249,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,April,207347,15252,1272174,15252,,,1808,533,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,May,287861,15252,1807258,15252,,,5253,1509,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,June,435142,15252,3023700,15252,,,24409,9995,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,July,916474,15252,5846027,15252,,,46891,20291,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,August,715624,15252,5083824,15252,,,45361,20479,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,September,668981,15252,4568046,15252,,,31587,14596,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,October,529524,15252,3330228,15252,,,7844,4912,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,November,262444,15252,1584264,15252,,,800,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1983,December,27228,15252,164451,15252,,,70,20,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,January,24273,15252,165436,15252,,,59,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,February,26185,15252,159271,15252,,,160,20,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,March,37289,15252,224889,15252,,,85,8,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,April,229638,15252,1386038,15252,,,541,143,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,May,271964,15252,1697511,15252,,,4269,1208,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,June,458908,15262,3083640,15262,,,20201,7315,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,July,790392,15252,5401809,15252,,,42635,12320,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,August,865843,15252,5815302,15252,,,48452,3235,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,September,443622,15252,3097752,15252,,,33702,2633,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,October,361873,15252,2319778,15252,,,7458,4920,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,November,194735,15252,1181670,15252,,,1025,328,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1984,December,30041,15252,200311,15252,,,110,62,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,January,31360,15252,190128,15252,,,131,33,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,February,23261,15252,143898,15252,,,238,123,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,March,46315,15252,283095,15252,,,299,135,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,April,261410,15252,1591667,15252,,,1615,319,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,May,341775,15252,2173088,15252,,,7887,2316,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,June,432926,15252,2855620,15252,,,15326,6179,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,July,725951,15252,9156194,15252,,,43418,14079,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,August,816294,15252,5711520,15252,,,52217,15596,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,September,451026,15252,3154200,15252,,,25030,12307,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,October,373037,15252,2296650,15252,,,5166,3403,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,November,206970,15252,1163076,15252,,,1135,377,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1985,December,35245,15252,213834,15252,,,123,74,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,January,28369,15252,172088,15252,,,123,33,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,February,33055,15252,200602,15252,,,148,41,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,March,47390,15252,289752,15252,,,307,144,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,April,257926,15252,1567858,15252,,,861,414,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,May,411604,15252,2429368,15252,,,8453,1848,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,June,486835,15252,3196809,15252,,,20385,2672,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,July,717864,15252,4307185,15252,,,46785,15973,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,August,809273,15252,5629915,15252,,,51350,13173,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,September,488247,15252,3334041,15252,,,22345,11368,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,October,407396,15252,2547541,15252,,,5194,3403,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,November,204770,15252,1326420,15252,,,364,160,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1986,December,36325,15252,220410,15252,,,123,82,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,January,35579,16200,214794,16200,,,92,18,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,February,35766,14850,216759,14850,,,131,49,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,March,56924,15723,342731,15723,,,82,20,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,April,292358,15723,1774656,15723,,,1327,537,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,May,444265,15723,2742330,15723,,,5084,1311,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,June,523486,15723,3478800,15723,,,20925,7232,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,July,751309,15723,5258838,15723,,,48027,14555,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,August,786970,15723,5500796,15723,,,51790,13899,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,September,562309,15723,3826842,15723,,,25522,12227,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,October,444810,15723,2764308,15723,,,5076,2878,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,November,299699,15723,1802514,15723,,,490,189,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1987,December,54679,15723,328074,15723,,,103,37,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,January,43462,15723,262092,15723,,,94,16,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,February,30060,15723,181188,15723,,,57,12,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,March,54253,15723,327426,15723,,,114,45,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,April,223653,15723,1363602,15723,,,1439,368,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,May,448299,15723,2802462,15723,,,8001,1388,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,June,582015,15723,3848310,15723,,,23331,6354,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,July,799802,15723,5541384,15723,,,49721,12160,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,August,909762,15723,6255888,15723,,,56206,10237,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,September,601530,15723,4091400,15723,,,29432,10753,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,October,455637,15723,2856522,15723,,,6311,3914,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,November,303503,15723,1834242,15723,,,729,373,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1988,December,50307,15723,303654,15723,,,110,41,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,January,41114,15723,249132,15723,,,188,16,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,February,42012,15723,252900,15723,,,41,28,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,March,74773,15723,452730,15723,,,198,143,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,April,324714,15723,1966140,15723,,,873,615,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,May,579272,15723,3617652,15723,,,10138,1697,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,June,704488,15723,4556292,15723,,,20609,6838,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,July,999535,15723,6747366,15723,,,52305,10208,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,August,1045060,15723,7065924,15723,,,55802,10495,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,September,666669,15723,4457022,15723,,,26421,11663,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,October,610334,15723,3794232,15723,,,6809,4210,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,November,302857,15723,1824078,15723,,,447,131,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1989,December,50124,15723,302220,15723,,,78,45,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,January,16084,20343,106155,20343,,,75,30,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,February,13383,19923,88328,19923,,,90,3,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,March,30060,20373,198396,20373,,,225,135,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,April,17898,21723,417008,21723,,,981,315,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,May,148090,21923,858921,21923,,,6018,1251,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,June,290533,21723,1685091,21723,,,15723,3963,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,July,554953,21923,2774765,21923,,,37707,6972,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,August,645522,21923,3227610,21923,,,40743,7005,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,September,355864,21723,1779320,21723,,,19629,7233,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,October,207770,20373,1246620,20373,,,4407,2601,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,November,47633,20223,285798,20223,,,504,135,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1990,December,11801,20373,70806,20373,,,33,81,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,January,24588,20373,162281,20373,,,66,30,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,February,14667,19923,96802,19923,,,87,3,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,March,31291,20373,206521,20373,,,219,129,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,April,75738,21723,439281,21723,,,1374,417,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,May,157252,21923,912062,21923,,,8562,1539,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,June,295348,21723,1713018,21723,,,18834,4335,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,July,574529,21923,2872645,21923,,,45489,6948,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,August,640990,21923,3204950,21923,,,39519,7044,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,September,377904,21723,1889520,21723,,,20784,5901,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,October,224497,20373,1346982,20373,,,5445,3567,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,November,45518,20223,273108,20223,,,321,270,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1991,December,13535,20373,81210,20373,,,60,39,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,January,17510,20373,115566,20373,,,99,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,February,21110,19923,139326,19923,,,78,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,March,30312,20373,200060,20373,,,270,36,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,April,63276,21723,367001,21723,,,1473,174,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,May,164400,21923,953519,21923,,,8334,1398,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,June,262173,21723,1520604,21723,,,17184,4494,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,July,539109,21923,2695545,21923,,,37197,7410,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,August,615843,21923,3079215,21923,,,38607,7203,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,September,391798,21723,1958990,21723,,,20220,7677,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,October,211573,20373,1269438,20373,,,4584,2868,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,November,46316,20223,277896,20223,,,363,177,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1992,December,18693,20373,112158,20373,,,69,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,January,19402,20373,128053,20373,,,174,18,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,February,15556,19923,102669,19923,,,66,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,March,29040,20373,191664,20373,,,126,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,April,57707,21723,334701,21723,,,855,225,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,May,192823,21923,1118373,21923,,,7881,1413,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,June,300647,21723,1743752,21723,,,16836,4110,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,July,586449,21923,2932245,21923,,,36591,7980,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,August,719671,21923,3598355,21923,,,39888,7701,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,September,417317,21723,2086585,21723,,,20853,7914,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,October,254615,20373,1527690,20373,,,6057,2676,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,November,43755,20223,262530,20223,,,795,57,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1993,December,19052,20373,114312,20373,,,165,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,January,13364,20373,88203,20373,,,30,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,February,18112,19923,119539,19923,,,93,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,March,29086,20373,191967,20373,,,183,24,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,April,58788,21723,340970,21723,,,1836,207,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,May,182781,21923,1060130,21923,,,7635,1308,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,June,311803,21723,1808457,21723,,,17391,3963,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,July,617622,21923,3088110,21923,,,35193,6927,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,August,720079,21923,3600395,21923,,,39951,7140,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,September,421106,21723,2105530,21723,,,20073,7083,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,October,268779,20373,1612674,20373,,,6618,2271,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,November,48907,20223,293442,20223,,,390,96,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1994,December,20322,20373,121932,20373,,,90,6,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,January,14894,20373,98301,20373,,,84,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,February,20510,19923,135366,19923,,,117,6,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,March,32120,20373,211992,20373,,,351,24,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,April,86198,21723,499948,21723,,,1374,291,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,May,175550,21923,1018190,21923,,,5631,1365,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,June,355270,21723,2060566,21723,,,18378,3885,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,July,626947,21923,3134735,21923,,,37617,6453,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,August,753799,21923,3768995,21923,,,40344,8877,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,September,439553,21723,2197765,21723,,,20553,6378,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,October,271606,20373,1629636,20373,,,4377,2184,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,November,54121,20223,324726,20223,,,483,141,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1995,December,14810,20373,88860,20373,,,42,12,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,January,17655,20373,116523,20373,,,45,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,February,15576,19923,102801,19923,,,108,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,March,32452,20373,214184,20373,,,303,9,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,April,76597,21723,444263,21723,,,789,177,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,May,166290,21923,964482,21923,,,7398,1236,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,June,327723,21723,1900794,21723,,,15603,3813,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,July,571017,21923,2855085,21923,,,29676,10044,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,August,714090,21923,3570450,21923,,,35043,10608,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,September,426562,21723,2132810,21723,,,14070,7014,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,October,280577,20373,1683462,20373,,,5418,2472,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,November,56828,20223,340968,20223,,,396,144,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1996,December,19464,20373,116784,20373,,,90,9,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,January,16292,20373,107527,20373,,,66,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,February,17230,19923,113718,19923,,,84,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,March,27035,20373,178431,20373,,,237,12,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,April,77005,21723,446629,21723,,,975,207,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,May,132194,21923,766725,21923,,,5592,1023,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,June,340064,21723,1972371,21723,,,16488,2880,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,July,622847,21923,3114235,21923,,,36030,6105,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,August,758140,21923,3790700,21923,,,34944,10431,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,September,404808,21723,2024040,21723,,,15669,5766,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,October,287171,20373,1723026,20373,,,5364,1935,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,November,57810,20223,346860,20223,,,396,144,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1997,December,19710,20373,118260,20373,,,90,9,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,January,16726,20373,110392,20373,,,72,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,February,17028,19923,112385,19923,,,57,6,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,March,27500,20373,181500,20373,,,234,3,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,April,81896,21723,474997,21723,,,1050,225,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,May,148052,21923,858702,21923,,,7047,993,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,June,307208,21723,1781806,21723,,,16224,3096,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,July,565477,21923,2827385,21923,,,35943,5442,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,August,701097,21923,3505485,21923,,,44499,6036,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,September,391378,21723,1956890,21723,,,24480,5619,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,October,266138,20373,1596828,20373,,,5352,1950,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,November,55225,20223,331350,20223,,,420,156,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1998,December,16772,20373,100632,20373,,,129,18,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,January,16430,20373,108438,20373,,,54,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,February,17162,19923,113269,19923,,,132,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,March,33688,20373,222341,20373,,,204,12,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,April,82993,21723,481360,21723,,,1581,123,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,May,174610,21923,1012738,21923,,,7884,993,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,June,315980,21723,1832684,21723,,,25575,3324,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,July,562996,21923,2814980,21923,,,32355,5319,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,August,639073,21923,3195365,21923,,,36042,6177,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,September,426024,21723,2130120,21723,,,16167,5526,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,October,277644,20373,1665864,20373,,,4524,1929,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,November,39416,20223,236496,20223,,,375,255,0,,
Acadia NP,ACAD,National Park,Northeast,ME,1999,December,16211,20373,97266,20373,,,153,24,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,January,22500,20373,148500,20373,,,105,0,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,February,23848,19923,157397,19923,,,75,6,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,March,35423,20373,233792,20373,,,354,3,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,April,78555,21723,455619,21723,,,1122,240,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,May,166456,21923,965445,21923,,,6279,993,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,June,319208,21723,1851406,21723,,,15384,3009,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,July,547929,21923,2739645,21923,,,34500,4953,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,August,594904,21923,2974520,21923,,,35235,5877,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,September,378135,21723,1890675,21723,,,15396,5427,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,October,253626,20373,1521756,20373,,,5151,1929,0,,
Acadia NP,ACAD,National Park,Northeast,ME,2000,November,33693,20223,202158,20223,,,345,240,0,,
