Period,Year,Average_Change,Z_Score,Is_Outlier,Outlier_Type,Parks_With_Data,Period_Mean,Period_StdDev
Early Era,1905,3377.3333333333335,-0.3306162045306738,False,None,6,5263.269868725616,5704.3076217920525
Early Era,1906,-1499.8,-1.1856074947446376,True,Negative,5,5263.269868725616,5704.3076217920525
Early Era,1907,338.0,-0.8634299191561314,False,None,7,5263.269868725616,5704.3076217920525
Early Era,1908,1393.2857142857142,-0.6784318818388193,False,None,7,5263.269868725616,5704.3076217920525
Early Era,1909,2266.375,-0.5253739923275944,False,None,8,5263.269868725616,5704.3076217920525
Early Era,1910,-935.375,-1.086660341571527,True,Negative,8,5263.269868725616,5704.3076217920525
Early Era,1911,1815.6666666666667,-0.6043859186149323,False,None,9,5263.269868725616,5704.3076217920525
Early Era,1912,412.7,-0.8503345524696251,False,None,10,5263.269868725616,5704.3076217920525
Early Era,1913,1851.9,-0.5980339937652078,False,None,10,5263.269868725616,5704.3076217920525
Early Era,1914,-721.0,-1.0490790934668441,True,Negative,10,5263.269868725616,5704.3076217920525
Early Era,1915,7360.6,0.36767479426635336,False,None,10,5263.269868725616,5704.3076217920525
Early Era,1916,981.6363636363636,-0.7505965296703517,False,None,11,5263.269868725616,5704.3076217920525
Early Era,1917,10724.0,0.9572993767749947,False,None,11,5263.269868725616,5704.3076217920525
Early Era,1918,-1499.0833333333333,-1.1854818586965516,True,Negative,12,5263.269868725616,5704.3076217920525
Early Era,1919,15847.5,1.8554802498448122,True,Positive,12,5263.269868725616,5704.3076217920525
Early Era,1920,11483.0625,1.090367673635453,False,None,16,5263.269868725616,5704.3076217920525
Early Era,1921,2313.823529411765,-0.5170559750400102,False,None,17,5263.269868725616,5704.3076217920525
Early Era,1922,1686.4444444444443,-0.62703936418448,False,None,18,5263.269868725616,5704.3076217920525
Early Era,1923,10624.947368421053,0.9399348448902594,False,None,19,5263.269868725616,5704.3076217920525
Early Era,1924,6120.333333333333,0.15024846509565762,False,None,21,5263.269868725616,5704.3076217920525
Early Era,1925,17261.52380952381,2.1033672684413975,True,Positive,21,5263.269868725616,5704.3076217920525
Early Era,1926,9961.714285714286,0.8236660307447825,False,None,21,5263.269868725616,5704.3076217920525
Early Era,1927,13471.095238095239,1.4388819666761012,False,None,21,5263.269868725616,5704.3076217920525
Early Era,1928,10511.333333333334,0.9200176099477254,False,None,21,5263.269868725616,5704.3076217920525
Early Era,1929,9915.666666666666,0.8155936016086495,False,None,21,5263.269868725616,5704.3076217920525
Early Era,1930,1781.3333333333333,-0.6104047618488019,False,None,24,5263.269868725616,5704.3076217920525
Mid-Century Era,1932,-3669.2083333333335,-0.5958889392332071,False,None,24,31873.306294697242,59646.206344703874
Mid-Century Era,1933,1397.24,-0.5109472699499401,False,None,25,31873.306294697242,59646.206344703874
Mid-Century Era,1934,25987.69230769231,-0.0986754120285729,False,None,26,31873.306294697242,59646.206344703874
Mid-Century Era,1935,14094.413793103447,-0.2980724775494866,False,None,29,31873.306294697242,59646.206344703874
Mid-Century Era,1936,36721.41935483871,0.08128116366904439,False,None,31,31873.306294697242,59646.206344703874
Mid-Century Era,1937,25901.575757575756,-0.10011920125498024,False,None,33,31873.306294697242,59646.206344703874
Mid-Century Era,1938,1265.0294117647059,-0.5131638499528867,False,None,34,31873.306294697242,59646.206344703874
Mid-Century Era,1939,2697.0285714285715,-0.48915563136831924,False,None,35,31873.306294697242,59646.206344703874
Mid-Century Era,1940,15338.638888888889,-0.2772123898417305,False,None,36,31873.306294697242,59646.206344703874
Mid-Century Era,1941,34003.78378378379,0.03571857490439901,False,None,37,31873.306294697242,59646.206344703874
Mid-Century Era,1942,-123500.675,-2.60492646249401,True,Negative,40,31873.306294697242,59646.206344703874
Mid-Century Era,1943,-46278.7,-1.3102594629915894,True,Negative,40,31873.306294697242,59646.206344703874
Mid-Century Era,1944,11893.375,-0.3349740498034425,False,None,40,31873.306294697242,59646.206344703874
Mid-Century Era,1945,46863.73170731707,0.25132236115718803,False,None,41,31873.306294697242,59646.206344703874
Mid-Century Era,1946,116744.80487804877,1.4229152830419274,False,None,41,31873.306294697242,59646.206344703874
Mid-Century Era,1947,42863.14634146341,0.18425044475174712,False,None,41,31873.306294697242,59646.206344703874
Mid-Century Era,1948,18505.3,-0.22412165188581554,False,None,40,31873.306294697242,59646.206344703874
Mid-Century Era,1949,33216.80487804878,0.022524459905920415,False,None,41,31873.306294697242,59646.206344703874
Mid-Century Era,1950,22374.170731707316,-0.15925800055234152,False,None,41,31873.306294697242,59646.206344703874
Mid-Century Era,1951,44094.357142857145,0.20489234097358547,False,None,42,31873.306294697242,59646.206344703874
Mid-Century Era,1952,54897.142857142855,0.38600672152370596,False,None,42,31873.306294697242,59646.206344703874
Mid-Century Era,1953,13224.166666666666,-0.312662628034624,False,None,42,31873.306294697242,59646.206344703874
Mid-Century Era,1954,15370.309523809523,-0.27668141500088983,False,None,42,31873.306294697242,59646.206344703874
Mid-Century Era,1955,14633.333333333334,-0.28903720819613676,False,None,42,31873.306294697242,59646.206344703874
Mid-Century Era,1956,45042.857142857145,0.22079444201448795,False,None,42,31873.306294697242,59646.206344703874
Mid-Century Era,1957,19765.909090909092,-0.2029868778882229,False,None,44,31873.306294697242,59646.206344703874
Mid-Century Era,1958,23002.222222222223,-0.14872838720383605,False,None,45,31873.306294697242,59646.206344703874
Mid-Century Era,1959,20508.88888888889,-0.1905304310576229,False,None,45,31873.306294697242,59646.206344703874
Mid-Century Era,1960,95651.11111111111,1.0692684199868958,False,None,45,31873.306294697242,59646.206344703874
Mid-Century Era,1961,23773.91304347826,-0.1357905849772145,False,None,46,31873.306294697242,59646.206344703874
Mid-Century Era,1962,100076.08695652174,1.1434554658459077,False,None,46,31873.306294697242,59646.206344703874
Mid-Century Era,1963,14265.217391304348,-0.2952088654496022,False,None,46,31873.306294697242,59646.206344703874
Mid-Century Era,1964,19061.702127659573,-0.2147932777651875,False,None,47,31873.306294697242,59646.206344703874
Mid-Century Era,1965,112676.59574468085,1.3547096186303944,False,None,47,31873.306294697242,59646.206344703874
Mid-Century Era,1966,86008.33333333333,0.9076021822038789,False,None,48,31873.306294697242,59646.206344703874
Mid-Century Era,1967,-23752.083333333332,-0.9325888943642714,False,None,48,31873.306294697242,59646.206344703874
Mid-Century Era,1968,55581.25,0.3974761373471297,False,None,48,31873.306294697242,59646.206344703874
Mid-Century Era,1969,7747.916666666667,-0.4044748376553327,False,None,48,31873.306294697242,59646.206344703874
Mid-Century Era,1970,58960.416666666664,0.4541296426369378,False,None,48,31873.306294697242,59646.206344703874
Mid-Century Era,1971,-77395.91836734694,-1.8319559844353193,True,Negative,49,31873.306294697242,59646.206344703874
Mid-Century Era,1972,113345.88235294117,1.3659305604014842,False,None,51,31873.306294697242,59646.206344703874
Mid-Century Era,1973,-23247.826923076922,-0.9241347706042079,False,None,52,31873.306294697242,59646.206344703874
Mid-Century Era,1974,-55556.6037735849,-1.4658083963129576,True,Negative,53,31873.306294697242,59646.206344703874
Mid-Century Era,1975,90037.7358490566,0.9751572332734605,False,None,53,31873.306294697242,59646.206344703874
Mid-Century Era,1976,93647.16981132075,1.0356712908047094,False,None,53,31873.306294697242,59646.206344703874
Mid-Century Era,1977,24790.74074074074,-0.11874293417799871,False,None,54,31873.306294697242,59646.206344703874
Mid-Century Era,1978,-9647.444444444445,-0.6961172098555168,False,None,54,31873.306294697242,59646.206344703874
Mid-Century Era,1979,283683.83636363636,4.221735890690019,True,Positive,55,31873.306294697242,59646.206344703874
Mid-Century Era,1980,45125.218181818185,0.22217526812243962,False,None,55,31873.306294697242,59646.206344703874
Modern Era,1982,22317.69090909091,0.04316612621858171,False,None,55,17409.146911654287,113712.86764489986
Modern Era,1983,9427.65,-0.07018991849347021,False,None,60,17409.146911654287,113712.86764489986
Modern Era,1984,-3185.133333333333,-0.18110773803804686,False,None,60,17409.146911654287,113712.86764489986
